"length","width","size","conc1","conc2","asym","long","trans","alpha","dist"
45.9832,21.4123,2.9325,0.2734,0.1408,-4.4598,40.5153,18.8747,1.97234739297809,187.894
13.0784,10.325,2.1688,0.7864,0.5119,12.6212,6.3717,9.6144,2.46699201901449,100.778
74.8406,29.0966,3.6868,0.1415,0.0795,35.8218,63.4019,15.756,1.77903025740754,191.943
65.7225,23.6661,3.2913,0.1989,0.103,69.482,53.4678,11.7673,1.34928752742559,219.849
21.0145,11.1854,2.3304,0.5701,0.2967,20.8796,19.3354,10.0452,1.408781820861,188.343
35.3734,18.3628,2.8215,0.2624,0.1425,2.3372,25.8782,13.037,2.54188745630483,139.644
47.0642,22.5286,3.2863,0.2529,0.1508,27.9742,50.9012,11.133,1.44921981829609,186.203
18.4641,10.246,2.2923,0.6173,0.3087,23.3684,9.6363,5.9097,1.84616179298421,210.507
46.6118,23.6375,3.1575,0.263,0.1347,32.1222,39.3201,15.7178,1.00670721760598,269.663
20.5664,12.7047,2.4907,0.4653,0.2375,14.2741,11.7552,9.3091,1.76168849647244,89.1076
22.7677,10.8785,2.2577,0.6077,0.3343,16.847,18.4179,5.1345,2.10846823828906,147.728
12.7717,11.5475,2.07,0.7149,0.4043,-15.3856,8.95,8.5673,3.06279778123858,213.523
34.1275,15.1769,2.8062,0.2953,0.1539,40.6828,21.9118,9.6661,0.986946631257675,130.314
21.7439,6.3074,2.2683,0.7601,0.504,19.7026,16.8273,6.5081,1.84678128646501,177.398
93.8711,41.0984,4.0372,0.1239,0.0632,-49.321,20.3669,26.3444,1.33748060995284,281.297
51.1226,19.913,2.8817,0.2758,0.1845,39.2254,40.2793,18.7924,1.40420839159243,221.634
12.7256,11.6683,2.0774,0.7197,0.364,-15.1234,4.523,11.5628,2.59621385898622,124.04
20.5693,16.3623,2.3829,0.5217,0.3002,12.1076,19.6243,12.6309,1.93056727872788,172.662
38.8604,19.207,2.8946,0.311,0.1931,10.4087,35.6672,14.7268,1.55285162543943,141.765
30.858,28.1619,2.9053,0.3358,0.1785,9.5481,18.4893,27.6793,1.00678072045162,175.253
24.4714,0,2.0273,0.7136,0.3897,0,0,14.1076,2.56521919819519,214.197
37.8655,19.6985,3.0372,0.3185,0.1859,24.7356,31.5998,15.5272,0.933384197736913,161.449
44.2941,9.8286,2.4322,0.61,0.3789,-6.6478,23.3276,12.1353,2.62610897742161,352.882
18.787,14.9261,2.4778,0.589,0.3544,17.4658,19.5301,5.2635,2.30565226238819,91.751
17.6969,10.9349,2.2253,0.5417,0.3006,-0.4971,4.9412,5.1002,2.24938946347588,172.146
35.9941,20.0994,2.9666,0.2613,0.1496,20.7795,28.7567,4.268,1.47714981823652,151.185
67.9645,12.9553,2.8639,0.3502,0.1963,28.844,71.8958,3.5926,1.790603111499,234.708
26.9333,16.4084,2.5447,0.408,0.2126,-31.8156,9.9184,7.2516,2.38073350553507,64.3195
43.8482,25.1626,3.3698,0.2168,0.1146,16.1731,37.8449,5.569,1.38088009249481,226.592
83.7192,32.775,3.4447,0.2619,0.1783,-0.6769,63.4476,14.4186,1.49587187874849,361.508
39.3744,21.4145,3.2118,0.2162,0.1084,-12.1703,18.1356,7.5088,1.48193554684716,155.243
24.5455,15.9583,2.3589,0.512,0.3304,-15.0906,10.7176,15.7758,2.43573370158735,256.196
87.5724,30.8293,3.8825,0.155,0.0783,38.2114,87.438,17.8452,1.55964368937065,246.523
49.9108,18.041,2.8079,0.2786,0.1564,22.178,41.3432,10.3998,2.14334061941946,252.329
54.2229,22.3161,3.3312,0.18,0.0921,-4.4633,19.5038,7.054,1.65451678688405,204.327
91.1548,47.763,3.9472,0.1386,0.0707,84.1102,63.5856,10.2816,1.45290191283287,350.53
16.2944,11.6743,2.2175,0.6061,0.3121,-0.6496,4.2408,3.6964,3.00847329326719,182.046
21.5228,11.9547,2.4949,0.5408,0.3152,26.4161,8.6878,5.4546,1.47434952162926,222.615
30.6055,23.4985,2.8407,0.2857,0.1465,39.7555,21.5547,21.5769,1.65917240377778,142.221
76.58,26.8037,3.1535,0.2788,0.1717,-28.9863,59.0568,25.9422,1.5642883880579,300.375
63.4156,23.3802,3.2537,0.2175,0.109,32.5164,47.622,17.0239,1.54642913804019,240.242
68.6236,36.4003,3.8632,0.1133,0.0569,40.9586,53.6392,20.7744,1.35632574475319,207.298
95.271,37.5314,3.8555,0.1594,0.0852,10.0912,64.7418,19.8539,1.21940279362086,368.716
49.0132,18.0986,2.9472,0.2202,0.1191,52.9902,18.7545,11.7364,1.48807332166806,161.73
19.7083,16.4235,2.5717,0.4316,0.2319,-1.4342,11.5495,6.4825,1.79758172219466,224.014
18.2209,17.3462,2.4224,0.4612,0.2325,-7.6009,17.7841,8.1034,1.39480534320439,189.153
49.3869,19.6787,3.0519,0.2396,0.1247,-30.5663,35.3383,8.5862,1.5463547721213,254.742
76.6189,22.4543,3.6042,0.1833,0.0932,62.6811,67.2765,12.6811,1.0471580649309,218.214
28.9066,15.8251,2.6425,0.3462,0.1948,-0.9586,15.7434,11.4215,2.21271337709266,164.343
85.1125,30.0761,3.6711,0.1177,0.0619,94.0432,56.9297,7.3804,1.12939767208608,243.701
39.9975,25.3932,3.268,0.1991,0.1001,-0.233,27.034,14.3708,1.9002514444686,109.174
32.7961,11.5855,2.527,0.4487,0.2749,25.0992,19.8378,10.8888,2.20287985875279,129.148
35.5935,25.3124,3.2638,0.2414,0.1446,28.2835,31.0518,1.4324,1.78889805360325,132.902
48.2341,16.9131,2.74,0.3385,0.2047,32.6245,43.8847,5.155,1.37897726298904,163.201
32.3688,14.0263,2.4728,0.4411,0.2643,14.1051,16.1918,7.7011,2.08807228594183,134.044
26.2966,22.833,2.8633,0.3219,0.1979,28.837,16.4686,10.9348,1.80518162926757,160.251
45.6761,25.8262,3.2469,0.2215,0.1124,49.8415,39.707,17.2252,1.74021058343577,102.7
43.0994,16.7018,2.7239,0.3362,0.2125,47.953,31.8946,10.2088,1.6552283870049,137.891
57.1477,29.4889,3.4273,0.1525,0.0817,66.8318,47.3417,13.1529,1.68000307066429,199.142
22.7217,19.7887,2.6112,0.4162,0.2142,3.9765,12.318,11.5767,2.50933953340241,161.735
70.6864,18.8041,2.9523,0.2333,0.1267,33.128,68.5888,11.2847,2.30062849224001,234.74
20.4751,12.3055,2.3883,0.5603,0.3701,16.4521,15.9503,8.5912,1.8126573609072,194.27
21.9932,9.9294,2.1931,0.5577,0.3109,-4.0314,16.335,10.1397,2.55706429856978,103.939
16.5068,11.4704,2.243,0.5943,0.3457,-1.354,5.3857,6.3518,2.45458880956937,126.345
50.9109,18.6353,3.0364,0.2336,0.1448,43.364,37.1994,6.3852,1.81554673439433,178.532
20.5008,7.1659,2.2055,0.7414,0.3769,23.1308,11.4787,5.7259,3.06645274817554,170.495
48.7737,22.9794,2.9196,0.2058,0.1053,24.6588,43.7929,16.0386,1.5244688135562,184.114
28.0095,11.3457,2.3997,0.4263,0.2371,10.6611,9.2992,4.6015,2.04577908424464,147.412
22.4678,0,2.2418,0.7564,0.4327,-2.4071,11.428,1e-04,0,297.593
22.8676,14.53,2.5289,0.4734,0.3003,15.5281,18.3161,10.7833,2.27925373616885,155.216
27.4172,16.9852,2.6853,0.3756,0.2095,4.7575,25.673,3.2467,1.57046931090505,172.048
23.8461,19.2181,2.5453,0.3476,0.2009,1.713,17.3244,8.6546,1.22988358477342,107.604
65.7116,24.1272,3.2163,0.1817,0.0939,27.0021,59.1527,10.1304,0.752120618617279,193.564
47.2509,12.6244,2.7316,0.4045,0.2421,34.7172,35.5274,9.7299,1.47916239405432,155.237
58.8321,27.4017,3.5898,0.1497,0.0817,-7.4978,46.0111,22.4075,1.41822695429326,237.392
30.6251,23.1949,2.842,0.2906,0.1835,21.6959,26.7905,7.4993,2.08490717567625,257.776
27.1759,12.5123,2.6735,0.4539,0.2492,28.5548,19.0803,7.9904,1.9917300977892,160.385
34.6114,14.3809,2.7774,0.3506,0.2262,23.7104,23.1129,1.2021,1.12293885552495,250.027
28.5834,17.8928,2.6075,0.3852,0.1938,-31.8852,20.8792,12.0862,1.49896930853202,71.4573
29.4962,16.7045,2.6604,0.3366,0.2,25.9953,13.9672,8.589,1.86980462409407,135.64
33.0524,15.7139,2.7675,0.3467,0.1904,3.4948,12.7243,8.7459,1.82020756934506,138.278
37.304,21.4064,2.8058,0.2361,0.1196,15.4173,16.0075,10.2623,1.44001532468678,145.666
33.2144,21.18,3.135,0.3401,0.2019,9.8233,25.9401,12.8832,1.05382181083433,176.45
76.6358,27.1405,3.4706,0.1533,0.0848,26.0318,76.0889,13.4129,1.29701980868685,282.482
20.9356,6.9256,2.1945,0.7476,0.4249,21.7343,13.7395,6.0542,2.23476096830302,201.145
66.9998,25.5407,3.3536,0.1511,0.0826,6.2204,47.4067,7.3149,0.966559701792979,244.338
62.1595,28.6383,3.4442,0.1327,0.0739,26.1706,50.5118,12.5823,1.58708819649887,184.737
27.6587,18.1611,2.6721,0.3596,0.2032,3.3993,6.7005,16.8607,2.22630868091898,190.287
50.3422,9.3404,2.5629,0.3639,0.1874,-13.8394,37.0812,6.3934,1.72136761849577,244.227
19.7354,13.9151,2.4914,0.5258,0.3306,-1.6944,10.1606,8.0554,1.79159946859311,129.754
38.9482,17.256,2.5378,0.3246,0.1754,20.5385,13.8432,12.8962,2.2733890102776,151.616
105.305,22.0399,2.9963,0.2451,0.1427,-30.1695,69.6331,21.6329,1.49422600572223,310.321
67.9088,30.1161,3.8,0.1586,0.088,27.3435,57.8612,11.5289,1.53245023187165,236.664
31.3405,12.2545,2.6721,0.4021,0.2521,23.587,18.6957,7.7438,1.43657882026221,172.568
40.4373,15.7099,2.5257,0.4083,0.237,-29.3638,16.5066,7.7552,1.82095330152035,157.783
28.3317,12.2505,2.3531,0.4789,0.2461,33.665,20.3148,8.582,2.46348620645125,88.4856
56.8378,19.5654,3.2019,0.1796,0.0927,-28.9564,39.7685,9.0352,1.31848020834471,245.844
29.5501,7.8658,2.3483,0.6278,0.4058,29.2047,23.4294,7.2589,2.0492216734759,108.786
28.4342,16.4626,2.945,0.3326,0.1674,26.0672,14.0196,8.6098,2.10411541063771,159.668
69.865,26.058,3.207,0.2086,0.1065,7.853,22.5798,21.2982,1.36717626486618,274.627
24.5507,16.9437,2.776,0.4288,0.2672,4.6419,15.2027,13.208,2.50090990312524,216.39
38.7822,20.3438,2.8537,0.2437,0.1296,-13.8735,4.86,9.5305,1.54737467754523,166.524
23.8423,12.5932,2.3838,0.4132,0.2169,18.8385,12.8007,6.4597,2.36325619785982,233.835
12.42,12.0614,2.081,0.6805,0.3527,-16.6889,10.2744,8.1383,2.55315572283801,176.011
80.5656,32.5623,3.5804,0.1645,0.0932,56.3687,72.6531,26.397,0.766509773494595,266.336
30.401,22.7795,2.7324,0.2759,0.1657,-2.7792,16.5009,12.6533,1.83603474461239,127.633
35.552,15.5602,2.7222,0.3848,0.2171,-16.1068,20.6203,11.8772,3.03977243353533,27.794
40.5427,19.561,3.0199,0.2464,0.138,39.2392,25.2336,11.9324,2.143754360153,175.379
23.4801,0,2.1414,0.7653,0.4079,0,0,15.9529,2.81837472958166,229.66
30.0924,8.2492,2.3054,0.5495,0.2896,15.7993,18.4689,4.2866,2.33688176613948,127.261
20.5521,7.2284,2.0986,0.7171,0.3705,-1.8904,9.3197,5.8153,2.17832567322101,109.609
20.1506,7.2154,2.0846,0.7572,0.3827,-3.9309,11.4563,5.3539,2.39326962944357,188.437
83.0942,27.4695,3.431,0.1494,0.0877,80.7714,87.1243,21.7443,1.15229340980324,211.57
24.1471,15.3465,2.415,0.4077,0.2058,10.1479,8.0118,12.3829,1.92448612658432,171.925
38.6152,13.6609,2.6821,0.316,0.1715,-11.4669,13.9772,5.4786,1.52672186801442,225.412
90.2566,32.1569,3.6228,0.2038,0.1179,-19.2258,66.5126,28.6939,1.16748078010995,342.374
24.2936,20.4984,2.7675,0.3997,0.2297,-6.042,12.6444,7.6922,2.59606241135548,108.654
33.4054,10.5806,2.5211,0.5422,0.2997,2.7415,19.9482,11.8778,1.76355111583327,109.778
28.8155,22.3636,2.6314,0.278,0.1437,25.039,12.5494,15.5394,2.6632071408287,66.8509
20.7678,7.1927,2.0065,0.6995,0.3596,-1.1635,8.1084,5.997,1.89371063948883,212.873
29.6974,25.3729,2.8929,0.2828,0.1631,18.9632,23.0019,8.857,2.84250904519472,207.078
52.5477,20.8973,2.5465,0.4432,0.2429,6.8546,37.5718,6.9836,2.15428100107934,346.315
95.5483,34.1347,3.4784,0.1822,0.0939,-14.6975,64.764,22.6277,1.31160959806003,347.263
89.3461,28.7796,3.587,0.1703,0.0894,68.7002,91.2057,14.8207,0.834517473669189,278.331
23.0991,10.5721,2.2923,0.5918,0.2985,-32.0962,16.9015,5.1509,1.12783256261407,155.279
23.6261,14.3355,2.6707,0.4418,0.2487,17.3929,6.9804,7.1168,1.81021787868999,201.391
25.6886,7.9251,2.3711,0.6723,0.4021,14.1407,19.422,6.9966,1.56602278685691,181.782
18.8097,10.0248,2.2601,0.6099,0.3544,21.8522,11.831,4.461,2.56108898276001,174.456
39.7354,17.432,2.7892,0.2632,0.1357,27.4178,31.1119,4.0029,0.711311764015569,182.875
34.611,16.6761,2.5465,0.3835,0.2372,30.0527,17.9349,12.8638,0.975030237639844,137.219
96.2358,33.1716,4.0803,0.092,0.0463,46.3278,87.5188,10.3555,1.22656432200933,272.689
63.2291,23.1632,3.0149,0.2425,0.1338,74.8175,47.6432,13.7839,0.961537282951679,241.859
88.9912,20.9955,3.1874,0.2975,0.1848,-15.3969,75.3921,19.2461,1.02896689674902,346.192
19.6621,9.3984,2.3962,0.6265,0.3795,21.8295,12.733,4.3104,1.78968795734247,179.981
34.1746,17.1788,2.485,0.3797,0.1948,17.4784,23.6221,12.934,0.993410146445844,183.961
20.9348,7.1192,2.2636,0.7084,0.3624,24.2608,10.0491,6.1052,0.976322241671979,128.168
20.8068,9.9252,2.3655,0.6595,0.3642,20.5556,18.6427,11.4075,3.02735685453539,110.701
26.6961,17.6852,2.5988,0.3224,0.1725,32.869,23.2333,4.8227,2.66893265696294,169.054
22.2351,12.6827,2.3086,0.4668,0.2432,-30.1279,8.9282,9.092,0.808364008419587,255.986
20.2236,12.8656,2.3294,0.5012,0.3208,13.3868,15.0593,4.5702,2.27717119556955,108.967
98.484,28.6089,4.014,0.1099,0.0551,29.4484,81.7236,20.7354,0.893377186617946,284.779
22.6073,19.6504,2.6335,0.4628,0.2314,5.9253,12.7852,15.7938,2.37326349225795,203.782
34.0231,16.1241,2.6875,0.4004,0.2556,16.4464,27.3226,16.6892,1.69555044227325,120.801
54.9859,26.7363,3.1106,0.2031,0.1074,-40.7517,24.1424,20.7493,1.98116368685894,267.898
26.089,9.577,2.3664,0.486,0.2731,-12.2339,13.7206,5.8939,1.93208728865598,169.1
78.9677,26.7325,3.7505,0.1648,0.0846,33.2475,85.4377,16.5118,1.33143148157297,273.557
29.5329,6.4357,2.2148,0.5793,0.3445,33.6431,18.5261,3.6126,2.47898284991275,157.234
27.0182,11.3381,2.5403,0.4236,0.2349,36.4804,12.4563,1.7171,2.34466499870471,51.245
44.3541,21.8288,3.2379,0.2428,0.1419,0.0198,40.8231,3.7512,2.05744598523453,186.207
57.055,25.7825,3.0648,0.2136,0.1227,-16.7561,45.3846,11.8975,2.0679939835793,200.365
29.0889,13.3365,2.5459,0.4154,0.2148,22.8066,22.6222,9.7382,1.11470981217567,177.328
22.894,16.388,2.4969,0.4586,0.2755,-6.4676,5.1575,4.2964,2.88872754869062,166.487
37.6565,20.7949,2.9266,0.2558,0.1545,32.9923,17.0607,11.5135,1.80823379771967,163.356
34.4273,11.1924,2.3502,0.6205,0.3192,20.311,29.9444,7.3949,2.05950962472425,200.925
25.2772,13.6951,2.5758,0.4675,0.2935,3.4087,20.688,7.3126,1.8725558621409,186.828
64.1393,15.5732,2.8558,0.3108,0.1861,62.4533,66.4638,10.3803,1.12095623300281,249.462
15.6621,10.816,2.3139,0.6845,0.4879,1.0542,4.042,9.2239,1.41039744506172,130.76
16.9089,11.1597,2.2856,0.6062,0.3342,-3.1923,7.953,6.4171,2.26372506946572,139.873
20.1827,12.2617,2.4735,0.5109,0.2874,-1.8615,8.5433,10.6587,2.51794975675065,162.899
20.8875,17.8095,2.5993,0.3698,0.2151,27.9798,8.4337,9.464,1.1678733452735,135.964
62.8184,32.4881,3.6949,0.1272,0.0667,-13.9512,58.6506,12.2357,1.84283127024339,168.144
20.3075,10.696,2.3962,0.6064,0.3353,-6.2948,17.1113,8.0283,1.93191395287272,148.368
18.9497,15.0729,2.3512,0.5212,0.2695,20.6231,18.0688,7.0774,2.03636190968771,128.887
51.0604,18.9819,3.0821,0.2649,0.156,6.6605,44.2933,6.0816,1.2289418146694,173.32
42.8485,14.3905,2.6474,0.3198,0.1746,-8.3092,39.8779,10.1319,1.76962287053081,257.909
71.2022,24.2213,3.0717,0.2221,0.1259,16.4896,58.4799,12.5124,1.32452481378883,261.88
24.332,0,2.0846,0.6831,0.3416,0,0,8.6597,2.0582807870007,245.788
13.0257,10.922,2.0846,0.7572,0.4568,-13.9838,5.6958,9.8938,2.28581280752498,173.909
35.3773,14.7804,2.7372,0.348,0.1822,-31.4084,10.2385,7.0464,0.96882196631816,208.271
33.0193,10.7773,2.5688,0.4318,0.2173,41.9023,26.3367,4.6568,1.55454469048623,200.88
57.4554,33.554,3.8393,0.1653,0.0833,8.7301,59.398,6.0683,1.35580442793928,137.65
35.4147,10.6983,2.5198,0.4502,0.2372,30.7171,18.5386,9.5446,1.80113062154243,152.165
64.8668,20.9098,3.0358,0.2808,0.1883,17.0066,79.6906,9.9647,1.94213698665167,133.001
39.2823,24.2288,3.1455,0.2532,0.1413,21.6311,28.5647,20.8252,1.15444425388684,152.068
27.8453,10.8369,2.3627,0.538,0.2755,0.07,24.5835,6.8806,1.96848148429177,217.309
25.1684,12.5271,2.5809,0.4304,0.227,6.7492,15.2191,7.3546,2.70497657105227,42.7011
47.1951,23.7468,2.9307,0.2088,0.1167,33.9827,41.2137,15.975,2.07284460790391,133.387
52.2667,16.7824,2.8739,0.2567,0.1584,61.1995,28.5415,12.9338,1.6314920566283,196.631
20.2803,12.6979,2.4125,0.5725,0.323,16.4516,11.8946,8.8375,1.35653610625006,165.547
95.1716,37.189,3.5912,0.1858,0.0986,-2.7624,61.47,12.6339,1.51003223802645,358.999
18.1612,10.5902,2.301,0.58,0.2925,-2.237,8.6577,5.237,1.70141792785489,103.125
25.6931,10.177,2.2889,0.4473,0.2288,-14.979,17.8698,5.8346,2.30391250069009,92.1703
32.6404,16.1185,2.6642,0.3922,0.2308,15.3614,24.0137,12.2202,2.25781203258107,248.118
34.3508,12.9215,2.5664,0.3664,0.2022,33.0849,24.0569,7.6147,1.31749744880029,198.518
78.8721,16.2411,2.971,0.2063,0.1096,1.9987,62.8347,10.7116,1.55799365459292,238.332
27.4014,11.8757,2.4843,0.4852,0.2443,2.4912,23.6171,11.3589,2.63491290546581,223.787
24.5405,15.2548,2.574,0.392,0.204,9.8866,12.2024,13.403,2.08186613079561,122.48
27.3626,15.8354,2.905,0.4144,0.2259,-12.9592,4.2514,11.4487,1.76968151399345,168.391
54.7975,19.5799,3.0598,0.2536,0.159,23.1715,45.4473,12.7693,1.29368420935947,249.162
30.3139,11.9777,2.5366,0.4244,0.2137,22.5751,25.2755,9.3084,2.3549733302169,157.636
33.352,12.759,2.6937,0.3421,0.1771,-9.8911,18.9779,1.4586,1.76456212568106,158.918
89.102,22.2456,3.307,0.1894,0.1092,-41.9241,69.5356,7.5609,1.45420438111766,299.979
33.5349,13.7973,2.4385,0.3352,0.1803,21.4601,17.9121,10.9886,1.67198449445528,107.398
50.9035,18.5658,2.8672,0.2539,0.1419,24.1447,25.1034,10.6959,1.70931657872642,234.42
18.8495,11.5078,2.3674,0.6352,0.3326,11.491,18.224,6.6396,2.84271148736838,148.866
75.3209,32.3544,3.3055,0.3979,0.2502,46.5909,44.4458,25.6188,1.18935573802818,407.345
34.5863,18.9014,2.8639,0.3338,0.184,-9.164,31.007,5.1029,2.18266623785098,124.747
55.9818,18.2547,2.7889,0.3512,0.1829,13.2042,62.6131,9.032,1.95403318049151,266.739
24.1656,15.57,2.7037,0.4233,0.2443,1.7883,19.2392,7.2629,2.88594410267207,49.7173
25.2333,7.5107,2.3222,0.681,0.3881,-13.008,11.1798,5.0984,2.03648328214458,137.824
32.169,23.6508,3.104,0.2314,0.1279,21.2629,23.9994,13.0646,2.79145375436672,103.947
58.8021,16.8468,2.9162,0.3287,0.1898,64.3127,38.5262,7.3994,1.26630460861008,260.66
76.244,22.5596,3.2477,0.1888,0.0986,70.9399,71.2976,18.2649,1.49936997354817,237.938
72.2842,22.003,2.7631,0.2778,0.1665,-48.6834,33.3607,22.8024,1.24088886790176,313.163
79.6249,39.2926,3.5103,0.151,0.078,-24.2103,66.9794,26.9459,1.63062784229317,307.477
12.59,11.8424,2.1538,0.6947,0.3754,-16.1464,9.8556,7.9256,3.03018848530776,46.2508
95.5973,25.7806,3.4943,0.2169,0.1152,-13.2794,43.3393,16.6877,0.870076826982311,327.217
18.2804,12.5776,2.5472,0.5617,0.322,-1.3158,10.3272,7.9166,2.61836113819582,141.085
67.7351,21.1326,3.2353,0.1896,0.0957,17.3644,50.0941,15.3525,1.2791701451697,251.824
28.0178,15.9448,2.666,0.4898,0.2859,17.8295,25.2732,13.5131,2.34701992297338,233.553
23.5514,9.0361,2.4191,0.6019,0.4133,12.3438,8.3462,5.4841,2.25002181038246,176.581
74.2516,29.6809,2.8463,0.235,0.1232,91.203,58.9536,13.4662,1.33882650671801,277.148
57.1553,23.6757,3.1541,0.176,0.0971,3.8214,25.6631,19.9498,1.9387701269301,166.088
35.3773,16.9702,2.6566,0.3506,0.1929,27.6359,16.8164,8.8632,0.727297219998487,214.921
30.3114,16.0194,2.7493,0.4061,0.2199,-9.4305,13.4294,6.6856,2.0609619132235,208.224
43.964,25.5927,3.479,0.1958,0.1011,48.367,22.1145,10.4792,1.31367660229199,156.744
56.3489,24.1717,2.9857,0.2842,0.1731,21.0311,50.8783,25.9286,1.56036804855948,203.755
76.1033,23.1917,3.4921,0.1523,0.0823,21.8761,61.7436,11.0542,1.19947882723865,267.468
20.0516,7.1417,2.1599,0.7751,0.3979,21.8401,12.5352,5.1684,2.20101826353014,141.557
44.9545,19.6036,2.642,0.3352,0.1767,-3.3857,43.5802,4.8864,1.61637293910258,164.776
26.4869,12.2602,2.5527,0.3922,0.2003,-24.8299,20.1534,8.9741,2.52368371831619,163.722
75.9173,37.9258,3.1564,0.1332,0.0736,93.325,14.856,28.4568,1.45110527952296,229.766
24.6754,12.0523,2.5658,0.4348,0.2296,5.5282,10.1589,9.2972,1.99689904551269,140.021
39.191,14.4806,2.7067,0.277,0.1444,-24.0162,22.5502,6.225,1.26494812038027,79.814
80.0806,33.6578,3.5588,0.1972,0.1054,20.1725,48.9749,19.6337,1.16087361283826,381.406
44.7821,14.8631,2.889,0.2569,0.1414,31.6467,24.9265,8.4655,1.4183321107024,242.131
41.989,12.7864,2.3664,0.486,0.2516,31.4147,26.8038,8.2184,2.30161947719685,85.428
28.272,12.6826,2.4886,0.487,0.3068,22.2337,24.5275,9.5953,2.17191218994703,155.019
55.0918,16.1955,2.7152,0.3796,0.2283,60.817,41.4758,9.0698,1.41110976723074,179.872
20.1445,7.3118,2.1319,0.7306,0.3948,-1.9886,9.008,5.4349,1.77408564130355,104.317
52.2445,17.3463,2.6537,0.3418,0.1743,35.0116,39.8659,12.1403,1.23349600950724,143.054
33.4992,22.9809,2.8768,0.3015,0.1627,1.0433,30.3014,16.2923,2.40819004173873,192.522
28.0654,24.0877,3.095,0.3053,0.174,15.1953,14.3186,5.7485,2.41888225612376,100.225
97.815,30.6089,3.4164,0.1461,0.0807,56.6552,84.3183,12.7832,1.81934469128467,293.82
41.7961,20.9112,2.9747,0.2056,0.1065,-12.7275,31.5867,5.3849,2.73152824342831,96.2122
21.77,16.4089,2.637,0.4637,0.2434,-10.3676,11.8129,16.1668,1.86906992665398,171.827
33.681,13.3657,2.5949,0.3609,0.1919,23.7961,23.2017,9.6868,1.03011235872141,179.082
24.8648,11.9402,2.6053,0.5434,0.3586,17.8364,17.5205,10.9938,2.14708852961406,207.42
45.0083,22.6768,2.9398,0.3044,0.1591,9.3298,35.8661,17.2228,1.10870528078004,243.302
52.719,18.9834,2.608,0.3453,0.2059,-39.271,19.4024,9.8847,1.58831250367153,174.436
56.8011,25.2185,3.5661,0.1651,0.1033,13.9685,47.6896,14.7352,1.71901011337296,200.659
46.507,11.2989,2.3847,0.5526,0.3691,28.1802,40.0369,8.4745,1.91090230443815,105.453
63.0722,19.5673,2.5888,0.384,0.2384,37.075,59.9254,6.2124,2.62999030294426,190.255
24.2671,10.0765,2.3493,0.5459,0.3065,7.8302,17.0319,7.5599,1.82113131314188,217.508
49.2796,24.96,3.1892,0.2283,0.1362,28.0875,31.771,13.1595,1.35930175993306,254.867
23.2875,20.4803,2.9044,0.4436,0.266,-5.9505,17.5035,19.1915,1.78994957321247,103.148
20.0961,7.1571,2.1089,0.7704,0.393,22.0709,12.3311,5.24,2.47927162267365,98.7046
28.8261,17.6026,2.7296,0.3187,0.1761,14.0467,9.5193,9.2501,3.06293264275887,100.509
28.1841,21.0642,2.6449,0.3533,0.2254,8.7045,22.6026,17.7324,2.71278048194498,99.7971
31.9966,15.2733,2.6385,0.4207,0.2195,7.5452,30.1338,8.9815,1.90947474458806,97.0932
34.5549,7.3375,2.5676,0.5332,0.2936,41.8174,22.4152,3.7803,1.16200655521794,150.058
33.1758,23.5519,3.0844,0.3129,0.1799,4.1651,27.404,15.176,2.01311419857039,115.602
62.2097,25.172,3.3344,0.1686,0.0864,6.4592,55.0157,14.4867,1.5778015630259,217.096
36.2553,11.2768,2.5179,0.352,0.1775,55.2045,13.7314,11.7883,2.05170109963505,105.322
30.3572,21.0853,2.6998,0.2455,0.1307,29.9452,16.4013,14.0697,1.52661647872943,77.4132
25.22,21.0414,2.9238,0.3349,0.1675,15.3371,22.2114,8.8385,2.68321686961843,213.01
44.6147,24.1443,2.9795,0.2715,0.1557,27.3418,48.1374,21.2734,1.4913702572077,215.372
22.6669,11.6342,2.4533,0.5387,0.3081,9.6596,11.2696,6.1636,2.27435226451968,82.6036
33.121,15.9278,2.6444,0.3719,0.2234,15.3073,30.9083,10.2312,2.2494443758404,90.9492
23.9862,0,2.2541,0.7187,0.3649,27.4932,12.7783,0,2.24992962632806,180.219
24.5151,0.0061,2.1917,0.6817,0.3505,29.0353,9.5525,1e-04,2.67639420249868,166.428
84.5375,31.1777,3.4894,0.1478,0.0744,21.4084,68.4071,4.6755,1.61370831655508,239.04
29.557,18.2513,2.7063,0.3166,0.1642,35.0348,16.113,10.5996,2.19588204750819,159.405
35.9738,26.1095,3.3553,0.2851,0.1573,-1.9325,16.2147,15.2438,1.72240088074957,186.415
50.1678,22.8371,3.03,0.2109,0.1209,69.4152,33.2242,15.9248,0.979902194472808,219.444
54.1353,21.9205,2.8701,0.3452,0.1868,23.512,41.1994,14.8817,1.2525640996768,298.611
19.9624,10.4757,2.2625,0.6393,0.3634,-5.6003,16.286,6.3857,2.10102236082652,176.498
24.8255,20.325,2.6243,0.3682,0.1888,24.3124,19.1442,13.3237,2.07553407270765,180.752
72.6769,27.3224,3.5856,0.2098,0.117,37.7572,65.5995,17.2813,1.3264785696851,278.096
25.3814,15.7361,2.6186,0.4188,0.2419,27.8332,17.8775,5.4552,1.78589912558448,80.3929
47.985,22.8978,3.0348,0.1551,0.0844,10.7664,26.4205,12.3187,1.51748450222982,207.401
